	C_1_tpm	C_2_tpm	C_3_tpm	VS_1_tpm	VS_2_tpm	VS_3_tpm
DIRAS1	9.497639999999999	9.62912	8.70853	9.061910000000001	8.94022	8.91645
DIRAS2	0.0	0.0	0.0	0.964931	0.0	0.0
DIRAS3	0.0	0.0	0.036899	0.07014989999999999	0.0417381	0.07161619999999999
DIRC1	0.0	0.0	0.0	0.0	0.0	0.0
DIRC2	10.1306	11.1122	8.00192	10.2741	8.33403	8.43431
DIRC3	0.0	0.0	0.0	0.0	0.24666	0.0
DIS3	11.2646	12.6442	11.3828	11.5337	11.1356	13.4477
DIS3L	5.93473	6.5781	6.33119	6.969930000000001	6.9687600000000005	6.942880000000001
DIS3L2	5.68046	7.7488	5.77399	5.10934	6.27801	7.37862
DIS3L2P1	0.0	0.0	0.0	0.0	0.0	0.0
DISC1	0.319807	0.41903999999999997	0.30141	0.534782	0.571381	0.336686
DISP1	0.9105219999999999	1.1062299999999998	0.9663719999999999	1.10861	1.27255	1.3008
DISP2	0.126701	0.401144	0.127822	0.13605599999999998	0.0775173	0.15381199999999998
DISP3	0.0	0.0	0.012723200000000002	0.0929908	0.22071799999999997	0.0
DIXDC1	2.91969	2.94279	2.73342	2.32747	2.5074099999999997	2.539
DKC1	137.748	136.38299999999998	135.266	122.775	127.87299999999999	123.586
DKK1	0.0395516	0.0897124	0.12303299999999999	0.117862	0.253598	0.12033599999999998
DKK2	0.0	0.0	0.0	0.0	0.0	0.0
DKK3	0.0	0.22635300000000003	0.210259	0.233996	0.030011900000000005	0.0
DKK4	0.0	0.0	0.0	0.0	0.0	0.0
DKKL1	0.0	0.541556	0.24414299999999997	0.46275200000000005	0.0	0.711346
DKKL1P1	0.0	0.0	0.0	0.0	0.0	0.0
DLAT	15.1416	14.1029	15.0927	14.5994	13.8454	14.1635
DLC1	12.6611	11.4016	11.0138	8.81846	7.289810000000001	7.00128
DLD	168.665	121.068	138.131	108.068	147.368	130.964
DLEC1	0.0300373	0.045989800000000004	0.0778413	0.07182039999999999	0.0371066	0.159137
DLEC1P1	0.0	0.0	0.0	0.0	0.0	0.0
DLEU7	0.922324	0.6406029999999999	1.11968	0.798289	0.985374	0.724338
DLG1	6.459569999999999	6.857710000000001	5.19526	4.92281	6.03881	4.5812
DLG2	0.271463	0.23022399999999998	0.453664	0.05389490000000001	0.320386	0.385302
DLG3	1.7558099999999999	0.874016	0.911911	0.781455	0.7160489999999999	0.6140479999999999
DLG4	0.31874	0.22184299999999998	0.198701	0.0811428	0.540566	0.492929
DLG5	5.1882	4.2508	4.1849099999999995	4.56534	4.64201	4.63698
DLGAP1	0.114775	0.13097899999999998	0.0193227	0.0994727	0.19238	0.477609
DLGAP2	0.0	0.0	0.369465	0.0	0.0	0.0
DLGAP3	0.036263300000000005	0.0205278	0.0379237	0.0180274	0.021469099999999998	0.0367953
DLGAP4	25.1418	26.6686	24.7484	24.9327	25.5965	25.1015
DLGAP5	63.5498	62.9934	61.1459	57.5344	55.673	63.2747
DLGAP5P1	0.0	0.0	0.0	0.0	0.0	0.0
DLK1	0.0	0.0	0.0	0.0	0.0	0.0
DLK2	0.138505	0.052388199999999996	0.0964712	0.135153	0.0851303	0.124483
DLL1	0.21493800000000002	0.0	0.010827799999999999	0.0	0.0245155	0.0210118
DLL3	5.70646	5.40113	4.6354	5.9507699999999994	4.78141	5.66591
DLL4	0.202199	0.213923	0.113579	0.142603	0.11477000000000001	0.177046
DLST	80.6981	78.6732	79.5948	79.1109	78.6486	79.9691
DLSTP1	0.277217	0.378357	0.289736	0.38604299999999997	0.19673800000000002	0.28141700000000003
DLX1	0.7877930000000001	0.340996	0.409543	0.9102399999999999	0.843375	0.479839
DLX2	0.220365	0.280886	0.172785	0.301135	0.22811700000000001	0.101616
DLX3	0.0	0.0	0.0	0.0	0.0	0.0
DLX4	0.20484000000000002	0.184165	0.0	0.0	0.0	0.0691432
DLX5	0.0	0.0	0.0	0.0	0.0	0.0
DLX6	9.296510000000001	9.18065	8.90573	8.441180000000001	6.41938	8.55968
DMAC1	9.27657	6.36008	8.628919999999999	7.01553	8.81368	5.50759
DMAC2	11.8867	11.9319	11.5657	18.2255	15.2288	14.9274
DMAP1	9.69662	10.4034	8.68937	9.64439	7.80814	13.1437
DMBT1	0.0	0.0	0.00568697	0.0	0.0094496	0.0
DMBT1P1	0.0	0.0	0.0	0.0	0.0	0.017594299999999997
DMBX1	0.0163475	0.0	0.0	0.0	0.0	0.0164037
DMC1	0.3131	0.312925	0.179215	0.306327	0.366033	0.30446
DMD	3.1269299999999998	3.8149599999999997	3.10508	3.64965	4.16231	3.62399
DMGDH	0.856525	0.027170099999999996	0.597005	0.34861	0.0	0.0
DMKN	2.02832	1.50688	2.29202	1.3397	2.56114	1.13618
DMP1	0.0	0.0	0.0	0.0	0.0	0.0
DMPK	3.6428	2.28367	3.5649699999999998	3.02391	2.93743	3.5659099999999997
DMRT1	0.0403848	0.09239510000000001	0.0	0.0	0.0	0.0409142
DMRT2	0.0	0.0	0.0	0.0	0.0	0.0
DMRT3	0.0	0.0	0.0	0.0	0.0	0.0
DMRTA1	0.204323	0.308264	0.18997999999999998	0.11289400000000001	0.33622199999999997	0.27647
DMRTA2	0.0	0.0	0.0	0.0232596	0.0	0.0237399
DMRTB1	0.0	0.0	0.0	0.0	0.0	0.0
DMRTC1	0.023966900000000003	0.0	0.0	0.0	0.0	0.0243018
DMRTC1B	0.023966900000000003	0.0	0.0	0.0	0.0	0.0243018
DMRTC2	0.0	0.0485375	0.0	0.0	0.0	0.0
DMTF1	12.0504	11.2382	9.264439999999999	7.741860000000001	8.64649	8.94267
DMTN	0.09033510000000002	0.262548	0.4031	0.14311400000000002	0.144766	0.0931193
DMWD	6.52724	7.49826	7.544789999999999	8.92886	8.49752	8.25705
DMXL1	3.5432099999999997	3.50015	3.08473	3.48535	3.5052199999999996	3.9409199999999998
DMXL2	3.8634699999999995	4.38225	3.8254599999999996	2.85318	3.2006900000000003	3.8462300000000003
DNA2	9.64552	8.84989	8.636239999999999	7.01778	8.62519	8.83802
DNAAF1	0.46048500000000003	0.150051	0.354881	0.259814	0.296421	0.0
DNAAF2	3.57116	4.41034	3.50305	3.7597699999999996	3.2532900000000002	3.8414300000000003
DNAAF3	0.0800969	0.0	0.0	0.0	0.0	0.0
DNAAF4	1.51029	1.01358	0.849775	1.18434	1.0164	0.7725890000000001
DNAAF5	25.1702	25.9762	24.9418	28.7007	28.263	25.9251
DNAH1	0.282323	0.124899	0.1969	0.107438	0.10775	0.109581
DNAH10	0.0409759	0.379166	0.044771	0.148239	0.0531269	0.12169300000000001
DNAH10OS	0.0887942	0.0713727	0.105599	0.0877961	0.0655226	0.10245399999999999
DNAH11	0.581912	0.5013029999999999	0.398003	0.337791	1.58657	1.0996700000000001
DNAH12	0.039245800000000004	0.0383336	0.0353453	0.0335985	0.00600492	0.0
DNAH14	8.24726	6.50885	5.52465	5.19295	4.56339	4.10378
DNAH17	0.08303139999999999	0.147591	0.24645799999999998	0.390119	0.570505	0.39971100000000004
DNAH2	0.155412	0.251685	0.16356300000000001	0.131717	0.105379	0.181294
DNAH3	0.0214552	0.049577300000000005	0.0454827	0.0581466	0.301847	0.0327635
DNAH5	0.0	0.0	0.30771	0.0	0.34581799999999996	0.149472
DNAH6	0.026356599999999997	0.965464	0.65318	0.00965581	0.71654	0.20997600000000002
DNAH7	0.430408	0.476296	0.5564640000000001	0.356487	0.237039	0.441563
DNAH8	0.0	0.0	0.0	0.0	0.0	0.0
DNAH9	0.0	0.109699	0.0	0.036508099999999995	0.0434406	0.0
DNAI1	0.10247	0.0	0.16305899999999998	0.0	0.0318464	0.0
DNAI2	0.0	0.0	0.0	0.0	0.0	0.0
DNAJA1	311.865	313.447	304.225	282.064	281.816	314.41700000000003
DNAJA1P1	0.0	0.0	0.0	0.0	0.0	0.0
DNAJA1P2	0.0	0.0	0.0	0.0	0.0	0.0
DNAJA1P3	0.0	0.0	0.0	0.0	0.0	0.0
DNAJA1P4	0.0670619	0.0	0.0	0.0	0.0	0.0
DNAJA1P5	0.0	0.0	0.0	0.0	0.0	0.0
DNAJA1P6	0.0	1.9705599999999999	0.585515	0.0	0.655108	1.14856
DNAJA2	26.2657	26.4846	28.1295	23.8419	25.0651	25.9365
DNAJA3	25.1142	23.4135	24.6728	23.5353	22.2483	24.1673
DNAJA4	37.7077	46.0087	42.718	37.2834	38.4488	44.4764
DNAJB1	140.731	136.639	136.126	135.496	131.446	144.549
DNAJB11	125.04	129.58	131.255	121.37200000000001	125.265	124.285
DNAJB12	15.7672	15.0259	14.8822	15.3072	15.1183	16.6244
DNAJB13	0.184855	0.0427864	0.19573800000000002	0.11163499999999998	0.215669	0.113973
DNAJB14	12.5829	18.1524	24.2877	18.6954	21.8131	18.9736
DNAJB1P1	0.0	0.0	0.0	0.0	0.0	0.0
DNAJB2	13.1603	19.7906	16.3044	15.2132	16.4746	12.6551
DNAJB3	0.0	0.0	0.0	0.0	0.0	0.0
DNAJB4	31.3696	37.1269	31.6826	32.5755	30.4739	41.8728
DNAJB5	4.35314	3.50425	4.72675	3.8485699999999996	4.1494	4.3921
DNAJB5P1	0.0	0.0	0.0	0.0	0.0	0.11339300000000001
DNAJB6	14.7079	15.9229	14.1357	16.5569	16.7153	18.2806
DNAJB7	0.0	0.0320938	0.0	0.0557716	0.033549	0.0860672
DNAJB8	0.0	0.0	0.0	0.0	0.0	0.0
DNAJB9	8.75366	9.771189999999999	9.34336	10.169	10.549000000000001	12.0454
DNAJC1	38.7256	40.7065	40.5293	38.1541	38.2577	39.379
DNAJC10	8.98445	10.6743	9.26389	7.835089999999999	7.88997	9.22683
DNAJC11	41.1312	38.9363	39.5373	37.2551	38.1949	38.1531
DNAJC12	0.151329	0.0	0.0	0.256169	0.218308	0.076673
DNAJC13	27.1719	25.6968	24.8743	25.0691	24.0071	26.7237
DNAJC14	24.5961	24.4804	24.9301	22.3555	21.8058	20.7649
DNAJC15	27.0006	28.8963	25.5711	28.9341	31.4517	26.8073
DNAJC16	3.66925	3.7222199999999996	2.44651	3.1436900000000003	2.46532	3.4080199999999996
DNAJC17	10.2701	14.9818	14.1168	10.9267	10.8169	12.2508
DNAJC18	4.19776	3.38533	3.01206	4.0952	2.37628	2.2178299999999997
DNAJC19	22.9273	26.5939	21.1023	23.2451	23.0224	23.3207
DNAJC19P1	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P2	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P3	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P4	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P5	1.5079	3.44266	4.616680000000001	4.37541	0.0	3.0296
DNAJC19P6	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P7	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P8	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC19P9	0.0	0.0	0.646785	0.0	1.52581	0.0
DNAJC2	72.4232	78.4825	72.3166	66.2846	63.7246	70.2925
DNAJC21	23.1402	25.427	23.1381	21.7889	19.9932	23.664
DNAJC22	0.381749	0.65491	0.5281399999999999	0.736524	0.562207	0.700775
DNAJC24	3.2759	3.97571	3.8974	2.8851299999999998	2.7644900000000003	4.32865
DNAJC25	6.0227699999999995	5.3994599999999995	4.82126	5.376180000000001	5.87153	4.71558
DNAJC25-GNG10	9.685080000000001	7.30495	5.7664800000000005	4.56316	6.25254	9.71596
DNAJC27	1.22337	1.7689599999999999	1.4246	1.6647299999999998	1.57227	2.0361700000000003
DNAJC28	0.0612518	0.055927099999999993	0.173723	0.09115039999999999	0.0904862	0.10588900000000001
DNAJC3	29.0971	30.1757	28.2999	25.9645	25.8818	29.9989
DNAJC30	6.977	6.52316	8.31594	6.34196	7.61609	7.215839999999999
DNAJC4	19.0992	18.4764	17.6376	21.3399	21.463	19.0872
DNAJC5	23.5909	23.89	26.1617	23.4904	23.1621	23.4153
DNAJC5B	0.054491599999999994	0.0	0.056892399999999996	0.0	0.0	0.0
DNAJC5G	0.0	0.212912	0.192923	0.0	0.216322	0.187432
DNAJC6	1.94728	2.52126	1.73353	1.34115	1.7543900000000001	1.7441200000000001
DNAJC7	45.4632	44.8374	50.1962	40.2649	50.8536	52.0108
DNAJC8	162.983	168.851	165.49599999999998	165.05200000000002	165.155	171.451
DNAJC8P1	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC9	58.9576	60.7991	59.6654	55.4967	58.2273	59.9112
DNAL1	2.2894900000000002	5.5958	3.2857	6.34345	4.512980000000001	2.68953
DNAL4	9.20619	9.30607	9.464939999999999	10.1013	9.49602	9.79295
DNALI1	0.0	0.0	0.0264281	0.0365836	0.021783700000000003	0.0
DNASE1	0.759314	0.536884	0.649416	0.878473	0.8414590000000001	0.570576
DNASE1L1	9.84655	7.0807199999999995	10.1905	7.9514	10.6668	7.942419999999999
DNASE1L2	0.387758	0.722495	0.5054270000000001	1.2610700000000001	0.6037399999999999	0.376983
DNASE1L3	0.11525099999999999	0.0373941	0.147238	0.05229980000000001	0.0	0.0
DNASE2	75.8719	75.2082	70.5148	78.5306	75.459	73.3882
DNASE2B	0.0698654	0.0794305	0.145869	0.06930639999999999	0.0	0.0
DND1	0.0721729	0.0	0.10843	0.0886	0.40339	0.271858
DNER	0.060341599999999995	0.0	0.0	0.0	0.023811900000000004	0.020408000000000003
DNHD1	0.38771500000000003	0.415646	0.439225	0.593543	0.302674	0.509571
DNLZ	137.015	141.02200000000002	143.072	144.783	135.142	131.034
DNM1	0.431965	0.28541	1.6259299999999999	0.283376	0.25288499999999997	1.93082
DNM1L	20.678	23.9374	22.7792	19.9427	19.5405	24.618000000000002
DNM1P17	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P24	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P28	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P30	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P31	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P32	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P33	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P34	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P38	0.0	0.0	0.0	0.173501	0.0	0.0
DNM1P46	0.0431357	0.0382396	0.0	0.0674414	0.040001499999999995	0.0342758
DNM1P47	0.050642400000000004	0.028625499999999998	0.0456939	0.0144826	0.00965575	0.025703399999999998
DNM1P48	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P49	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P50	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P51	0.05139490000000001	0.033243	0.015369299999999999	0.023841099999999997	0.0742315	0.0150905
DNM2	31.0267	32.0704	33.3501	32.9521	34.4689	33.9203
DNM3	0.873185	1.0984399999999999	1.30467	1.07886	1.12953	0.955731
DNMBP	2.2743900000000004	1.83657	2.1367599999999998	1.9711400000000001	2.0827299999999997	2.17516
DNMT1	67.1945	57.1768	56.7039	66.3263	59.5379	68.4416
DNMT3A	6.66558	6.3729	6.14114	6.05152	5.32468	5.39303
DNMT3B	1.9734200000000002	1.55849	2.23329	2.02655	1.81455	2.24472
DNMT3L	0.0	0.0	0.0	0.0	0.0	0.0
DNPEP	15.0496	15.4305	19.2076	16.5153	10.5572	13.8897
DNPH1	258.922	267.688	271.244	293.414	297.538	281.246
DNTT	0.0	0.0	0.0	0.0	0.0	0.0
DNTTIP1	34.5616	32.5765	36.3265	36.3222	34.0155	35.1856
DNTTIP2	67.2674	66.5297	67.3052	61.3745	63.5435	63.9707
DOC2A	0.0726495	0.0	0.018568	0.0	0.09071610000000001	0.23438499999999998
DOC2B	0.00538381	0.029449700000000002	0.01089	0.0207082	0.00616761	0.015870699999999998
DOC2GP	0.0791923	0.17943599999999998	0.210747	0.11765199999999999	0.250446	0.587479
DOCK1	11.6543	10.5275	10.2044	11.1161	11.1535	12.1092
DOCK10	9.638110000000001	9.58358	10.3757	10.6318	9.67975	10.5029
DOCK11	3.09159	2.03267	1.7485400000000002	2.07599	2.20211	2.58469
DOCK11P1	0.0	0.0	0.0	0.0	0.0	0.0
DOCK2	0.017149599999999997	0.0272027	0.0	0.164054	0.0	0.0
DOCK3	0.0425375	0.0561354	0.05191900000000001	0.09167919999999999	0.0672233	0.0935405
DOCK4	2.54288	2.1116900000000003	2.26473	2.05556	2.12812	2.3031900000000003
DOCK5	0.348986	0.398308	0.192334	0.230325	0.13652999999999998	0.14101
DOCK6	1.7442900000000001	2.58385	2.3273	2.52553	2.84842	2.61293
DOCK7	56.3502	53.3271	71.6034	53.9122	55.5287	33.5024
DOCK8	0.467846	0.166694	0.138729	0.114389	0.272679	0.153746
DOCK9	2.15784	2.03618	2.3096099999999997	1.8621400000000001	2.02909	1.7033099999999999
DOHH	31.8548	30.77	31.9389	31.378	31.326	31.7561
DOK1	1.00376	0.508807	0.7887850000000001	0.6941470000000001	0.609217	0.816461
DOK2	0.0	0.0	0.0	0.0	0.139738	0.0
DOK3	0.539694	0.306372	0.39875900000000003	0.710611	0.438162	0.727402
DOK4	0.321706	0.46748199999999995	0.782301	0.269015	0.8468389999999999	0.310044
DOK5	0.304848	0.230699	0.10614900000000001	0.302661	0.17995	0.15454400000000001
DOK6	4.04188	3.5236699999999996	5.91239	3.09422	3.4720699999999995	3.90691
DOK7	0.0	0.0341905	0.0	0.0	0.0	0.0306042
DOLK	21.8369	20.4087	21.2712	18.2178	18.5166	17.7599
DOLPP1	12.2549	12.0512	12.297	12.2885	12.6217	11.1093
DONSON	16.9262	18.1809	16.3861	14.7582	17.3386	17.1926
DOPEY1	1.00934	1.08126	1.44577	0.628201	1.02413	1.24694
DOPEY2	1.31629	1.16687	1.40087	1.18285	0.99618	1.07819
DOT1L	25.7021	24.2029	23.3604	22.1522	21.8256	21.191
DPAGT1	11.7565	8.95983	11.3565	9.91119	11.9547	10.8623
DPCD	25.05	32.0376	29.2048	30.8044	30.4334	30.8159
DPCR1	0.0	0.0	0.0	0.0126791	0.0	0.0
DPEP1	0.0	0.0	0.0	0.0	0.0	0.0
DPEP2	0.0	0.0	0.0953318	0.0	0.0	0.0599817
DPEP3	0.0	0.0	0.0	0.0	0.0	0.0
DPF1	0.618526	1.18678	1.15104	0.70443	1.0538	0.895158
DPF2	30.8543	29.6366	29.7058	33.9605	27.3794	26.7179
DPF3	0.0692223	0.132685	0.17408800000000002	0.17491199999999998	0.0474638	0.0
DPH1	19.2294	18.9047	18.4096	16.1403	13.7839	13.0293
DPH2	28.5311	25.5974	29.2834	27.9834	28.8481	26.7755
DPH3	17.4401	17.9416	16.9677	15.7085	13.671	14.2721
DPH3P1	0.0	0.0	0.0	0.0	0.0	0.0
DPH3P2	0.0	0.0	0.0	0.0	0.0	0.0
DPH5	16.7078	15.585	17.3358	20.4881	20.4915	21.2763
DPH6	11.7432	7.50488	7.53477	9.17015	9.25297	6.93963
DPH7	15.4231	14.7829	15.815	16.2126	16.7683	14.5835
DPM1	76.4734	83.7133	70.4474	71.3452	71.5737	75.771
DPM2	19.9952	22.4743	18.4594	23.2443	22.5593	21.0752
DPM3	114.37700000000001	126.135	137.947	119.944	125.671	112.396
DPP10	6.68133	6.53876	5.7118	5.885669999999999	7.458939999999999	6.45453
DPP3	28.238000000000003	32.3816	30.5281	29.9933	33.5725	31.7037
DPP3P1	0.0	0.0	0.0	0.0	0.0	0.0
DPP3P2	0.0421568	0.0	0.0	0.0	0.0	0.0
DPP4	0.0	0.034572900000000004	0.0	0.0	0.10113	0.0
DPP6	0.00861286	0.00973629	0.00901223	0.024672	0.0	0.0
DPP7	152.77200000000002	162.356	160.42600000000002	163.356	169.113	157.739
DPP8	8.50395	5.68277	8.09296	8.3013	4.9412	7.42745
DPP9	42.6841	40.9129	44.72	43.8687	42.1312	42.2258
DPPA2	0.0	0.0	0.0	0.0	0.0	0.0
DPPA2P1	0.0	0.0	0.0	0.0	0.0	0.0
DPPA2P2	0.0	0.0	0.0	0.0	0.0	0.0
DPPA2P3	0.0	0.0	0.0	0.0	0.0	0.0
DPPA2P4	0.0	0.0	0.0	0.0	0.0	0.0
DPPA3	0.0	0.0	0.0	0.0	0.0	0.0
DPPA3P1	0.0	0.0	0.306638	0.0	0.0	0.0
DPPA3P2	0.0	0.0	0.0	0.0	0.0	0.0
DPPA3P3	0.0	0.0	0.0	0.0	0.0	0.0
DPPA4	0.0735375	0.0	0.06769220000000001	0.11110199999999999	0.0392614	0.0
DPPA5	0.0	0.0	0.0	0.0	0.0	0.0
DPPA5P1	0.0	0.0	0.0	0.0	0.0	0.0
DPPA5P2	0.0	0.0	0.0	0.0	0.0	0.0
DPPA5P4	0.0	0.0	0.0	0.0	0.0	0.0
DPRX	0.0	0.0	0.0	0.0	0.0	0.0
DPRXP1	0.0	0.0	0.0	0.0	0.0	0.0
DPRXP4	0.0	0.0	0.0	0.0	0.0	0.0
DPRXP5	0.0	0.0	0.0	0.0	0.0	0.0
DPT	0.0	0.0	0.0	0.0	0.0	0.0
DPY19L1	15.8516	9.697410000000001	10.7488	14.5492	13.9193	13.7037
DPY19L1P1	0.6800229999999999	1.11914	0.89996	0.908701	0.43336199999999997	0.80145
DPY19L1P2	0.0956105	0.0	0.10169600000000001	0.0	0.223257	0.09578060000000001
DPY19L2	3.3954400000000002	3.91353	3.99111	2.2918	4.097580000000001	3.77609
DPY19L2P1	0.41045299999999996	0.616567	0.611622	0.45951800000000004	0.547288	0.7034090000000001
DPY19L2P2	1.61694	2.02089	1.39534	1.42646	1.2447	1.8852
DPY19L2P3	2.2812	2.0547400000000002	2.1855900000000004	2.4325099999999997	2.7116700000000002	2.81842
DPY19L2P4	0.536172	0.701872	0.32061100000000003	0.11204800000000001	0.590184	0.593089
DPY19L2P5	18.0744	6.2094	10.3319	8.51452	16.9339	16.926
DPY19L3	4.0195300000000005	4.76505	4.54809	3.7398599999999997	3.3585800000000003	4.20632
DPY19L4	9.68348	10.5462	9.03924	9.125	8.66743	11.3653
DPY30	74.1705	86.9156	82.0074	84.9254	73.2331	91.23200000000001
DPYD	1.19226	0.41137299999999993	0.663633	0.42826400000000003	0.9899629999999999	0.48449200000000003
DPYS	0.163326	0.0	0.17006300000000002	0.30556500000000003	0.190916	0.0
DPYSL2	17.692	19.7551	21.051	20.6449	19.3875	20.0206
DPYSL3	32.2037	30.46	31.4625	31.7266	30.4041	33.077
DPYSL4	0.0244553	0.0	0.0	0.0	0.0868206	0.0248104
DPYSL5	0.0	0.0	0.0160856	0.0350955	0.054641499999999996	0.015606
DQX1	0.0322223	0.0	0.222779	0.0	0.0	0.0326844
DR1	57.05	60.9055	60.9426	53.6682	53.9653	62.1348
DRAM1	16.4992	15.6826	15.0966	14.4259	14.9518	15.2359
DRAM2	19.9468	19.7119	23.5002	21.8693	22.1205	24.3658
DRAP1	124.693	134.685	128.711	131.476	132.123	134.128
DRAXIN	0.0290427	0.0109284	0.00932792	0.0441277	0.0303437	0.010815799999999999
DRAXINP1	0.0	0.0	0.0	0.0	0.0	0.0
DRC1	0.0	0.0	0.0865749	0.026908299999999996	0.0	0.0
DRC3	0.299281	0.35475100000000004	0.46958999999999995	1.15265	0.628676	0.43650200000000006
DRC7	0.0	0.029749	0.0549076	0.0	0.0	0.0532788
DRD1	0.0	0.0	0.0	0.0	0.0	0.0
DRD2	0.0	0.0	0.0	0.0	0.0	0.0
DRD3	0.0	0.0	0.0	0.0	0.0	0.0
DRD4	0.241283	0.0308798	0.279121	0.053992099999999994	0.0320962	0.274013
DRD5	0.0	0.0	0.0	0.0	0.0	0.0
DRD5P1	0.0	0.0	0.0	0.0	0.0	0.0
DRD5P2	0.0	0.0	0.0	0.0	0.0	0.0
DRG1	107.448	112.87200000000001	106.164	102.714	97.6152	108.17200000000001
DRG2	20.8909	17.6262	18.2791	18.3777	19.7777	18.808
DRGX	0.0	0.0	0.0	0.0	0.0	0.0
DRICH1	0.0981765	0.0	0.182802	0.0579092	0.0	0.0
DROSHA	21.2706	17.866	19.5402	20.2635	18.4504	19.0252
DRP2	0.10301700000000001	0.116541	0.08639069999999999	0.11527899999999999	0.135441	0.0615643
DSC1	0.0	0.0	0.0	0.0	0.0	0.0
DSC2	0.0099824	0.00568428	0.0	0.014909799999999999	0.0059163	0.00814569
DSC3	0.0	0.0	0.0103095	0.0358777	0.031997000000000005	0.0
DSCAM	0.0	0.0	0.0	0.0	0.0	0.0
DSCAML1	0.00907421	0.0	0.0	0.0	0.0	0.0
DSCC1	24.3285	21.9969	21.6512	19.6584	20.0392	20.4
DSCR3	26.5923	24.6674	24.8032	22.9926	20.5596	23.5457
DSCR4	0.0	0.0	0.0	0.0	0.0	0.0
DSCR8	0.0	0.0	0.0	0.0	0.0	0.0
DSE	0.604372	0.427108	0.242918	0.456925	0.113453	0.342542
DSEL	0.0179332	0.00781188	0.014717300000000001	0.0139254	0.00795505	0.0216731
DSG1	0.0	0.0	0.0	0.0	0.0	0.0
DSG2	0.21533000000000002	0.134627	0.147092	0.163846	0.102529	0.164656
DSG3	0.0	0.0129561	0.0119756	0.045544699999999994	0.027122700000000003	0.011617299999999999
DSG4	0.0	0.0	0.0	0.0	0.0	0.0
DSN1	14.8288	13.6809	11.2316	15.3047	16.3748	14.0329
DSP	0.00631493	0.00902253	0.0350195	0.0439732	0.0189053	0.0647583
DSPP	0.0	0.0	0.0	0.0	0.0	0.0
DST	7.67645	7.17703	5.86036	5.22468	5.4814300000000005	6.04482
DSTN	88.8288	94.3085	85.4627	84.28	80.3651	94.8942
DSTNP1	3.62431	2.79048	2.49878	2.9673	2.09602	2.73717
DSTNP2	1.9107599999999998	2.3774	2.1238599999999996	1.99842	1.86025	2.02373
DSTNP4	0.0	0.0	0.0	0.284648	0.0	0.0
DSTNP5	0.0	0.0	0.0	0.0	0.0	0.0
DSTYK	64.318	59.7941	59.111000000000004	58.7437	57.8144	63.1384
DTD1	52.5239	51.3346	50.0897	59.4749	52.1621	57.4562
DTD2	22.8543	20.5426	21.4475	24.7092	18.6282	19.9842
DTHD1	0.077227	0.0	0.0	0.0255858	0.0	0.024492
DTL	41.2434	39.4226	38.4522	40.2484	40.0542	41.951
DTNA	0.721036	0.588784	0.609958	0.802579	1.02745	0.56534
DTNB	4.48342	4.2811900000000005	5.84089	5.02085	7.034789999999999	4.96404
DTNBP1	37.4324	39.1946	36.3359	36.1004	36.2886	30.2403
DTWD1	4.23611	5.8385	4.720619999999999	2.82479	3.7528099999999998	3.6779800000000002
DTWD2	4.39379	4.12563	4.15629	3.75959	3.8702099999999997	4.40856
DTX1	0.0	0.0	0.0	0.0	0.0	0.0
DTX2	3.1310700000000002	3.10488	3.3442300000000005	2.8345599999999997	2.9161	3.69055
DTX2P1	1.5905200000000002	1.14792	1.34225	1.27162	1.18284	1.0661100000000001
DTX3	0.0341811	0.0	0.0	0.0	0.0	0.0
DTX3L	0.679239	0.5837859999999999	0.712236	0.66377	0.62054	0.652621
DTX4	0.22714299999999998	0.249871	0.112023	0.15087	0.325191	0.12236500000000002
DTYMK	129.924	126.08200000000001	138.41899999999998	141.376	138.38	136.069
DUOX1	0.0	1.38757	1.16086	0.0	0.0555472	2.0768400000000002
DUOX2	0.0	0.0234243	0.0	0.0	0.012825299999999998	0.0
DUOXA1	0.0	0.0	0.0	0.0	0.0	0.0
DUOXA2	0.0	0.0	0.0	0.0	0.0	0.0
DUPD1	0.0	0.0	0.0	0.0	0.0	0.0
DUS1L	84.59	96.7976	91.5177	97.8599	107.92	95.1238
DUS2	4.08629	3.03063	2.94297	3.1750599999999998	3.8665199999999995	3.2681299999999998
DUS3L	83.45700000000001	82.5875	86.0584	85.2646	83.2701	74.937
